Município,População_residente
VIRGINIA,8652
VIRGINOPOLIS,10459
VIRGOLANDIA,5303
VISCONDE DO RIO BRANCO,43351
VOLTA GRANDE,5270
WENCESLAU BRAZ-MG,2543
AFONSO CLAUDIO,30326
AGUIA BRANCA,9621
AGUA DOCE DO NORTE,10801
ALEGRE,29869
ALFREDO CHAVES,14670
ALTO RIO NOVO,7911
ANCHIETA-ES,30285
APIACA,7542
ARACRUZ,104942
ATILIO VIVACQUA,12270
BAIXO GUANDU,31263
BARRA DE SAO FRANCISCO,45301
BOA ESPERANCA-ES,15146
BOM JESUS DO NORTE,9988
BREJETUBA,12450
CACHOEIRO DE ITAPEMIRIM,212172
CARIACICA,386495
CASTELO,37956
COLATINA,124283
CONCEICAO DA BARRA,31479
CONCEICAO DO CASTELO,12887
DIVINO DE SAO LOURENCO,4236
DOMINGOS MARTINS,34120
DORES DO RIO PRETO,6793
ECOPORANGA,22748
FUNDAO,22379
GOVERNADOR LINDENBERG,13047
GUACUI,31372
GUARAPARI,128504
IBATIBA,26762
IBIRACU,12701
IBITIRAMA,8830
ICONHA,14083
IRUPI,13672
ITAGUACU,13982
ITAPEMIRIM,34957
ITARANA,10433
IUNA,29417
JAGUARE,31589
JERONIMO MONTEIRO,12336
JOAO NEIVA,16774
LARANJA DA TERRA,10919
LINHARES,179755
MANTENOPOLIS,15653
MARATAIZES,39259
MARECHAL FLORIANO,17141
MARILANDIA,13091
MIMOSO DO SUL,26079
MONTANHA,18954
MUCURICI,5468
MUNIZ FREIRE,17176
MUQUI,15602
NOVA VENECIA,50751
PANCAS,23426
PEDRO CANARIO,26575
PINHEIROS,27601
PIUMA,22388
PONTO BELO,8016
PRESIDENTE KENNEDY-ES,11741
RIO BANANAL,19398
RIO NOVO DO SUL,11630
SANTA LEOPOLDINA,12171
SANTA MARIA DE JETIBA,41588
SANTA TERESA,23853
SAO DOMINGOS DO NORTE,8735
SAO GABRIEL DA PALHA,39085
SAO JOSE DO CALCADO,10536
SAO MATEUS,134629
SAO ROQUE DO CANAA,12602
SERRA,536765
SOORETAMA,31278
VARGEM ALTA,21778
VENDA NOVA DO IMIGRANTE,26204
VIANA-ES,80735
VILA PAVAO,9280
VILA VALERIO,14065
VILA VELHA,508655
VITORIA,369534
ANGRA DOS REIS,210171
APERIBE,12036
ARARUAMA,136109
AREAL,12763
ARMACAO DOS BUZIOS,35060
ARRAIAL DO CABO,30827
BARRA DO PIRAI,101139
BARRA MANSA,185237
BELFORD ROXO,515239
BOM JARDIM-RJ,27779
BOM JESUS DO ITABAPOANA,37306
CABO FRIO,234077
CACHOEIRAS DE MACACU,59652
CAMBUCI,15521
CARAPEBUS,16859
COMENDADOR LEVY GASPARIAN,8590
CAMPOS DOS GOYTACAZES,514643
CANTAGALO-RJ,20163
CARDOSO MOREIRA,12818
CARMO,19161
CASIMIRO DE ABREU,45864
CONCEICAO DE MACABU,23561
CORDEIRO,22152
DUAS BARRAS,11563
DUQUE DE CAXIAS,929449
ENGENHEIRO PAULO DE FRONTIN,14138
GUAPIMIRIM,62225
IGUABA GRANDE,29344
ITABORAI,244416
ITAGUAI,136547
ITALVA,15387
ITAOCARA,23211
ITAPERUNA,104354
ITATIAIA,32312
JAPERI,106296
LAJE DO MURIAE,7298
MACAE,266136
MACUCO,5646
MAGE,247741
MANGARATIBA,45941
MARICA,167668
MENDES,18681
MESQUITA-RJ,177016
MIGUEL PEREIRA,25622
MIRACEMA,27134
NATIVIDADE-RJ,15305
NILOPOLIS,162893
NITEROI,516981
NOVA FRIBURGO,191664
NOVA IGUACU,825388
PARACAMBI,53093
PARAIBA DO SUL,44741
PARATY,44175
PATY DO ALFERES,27942
PETROPOLIS,307144
PINHEIRAL,25563
PIRAI,29802
PORCIUNCULA,19068
PORTO REAL,20254
QUATIS,14562
QUEIMADOS,152311
QUISSAMA,25535
RESENDE,133244
RIO BONITO,60930
RIO CLARO-RJ,18677
RIO DAS FLORES,9401
RIO DAS OSTRAS,159529
RIO DE JANEIRO,6775561
SANTA MARIA MADALENA,10380
SANTO ANTONIO DE PADUA,42705
SAO FRANCISCO DE ITABAPOANA,42214
SAO FIDELIS,38749
SAO GONCALO,1098357
SAO JOAO DA BARRA,36731
SAO JOAO DE MERITI,473385
SAO JOSE DE UBA,7240
SAO JOSE DO VALE DO RIO PRETO,22032
SAO PEDRO DA ALDEIA,107556
SAO SEBASTIAO DO ALTO,9416
SAPUCAIA-RJ,18270
SAQUAREMA,91938
SEROPEDICA,83841
SILVA JARDIM,21775
SUMIDOURO,15709
TANGUA,34898
TERESOPOLIS,185820
TRAJANO DE MORAES,10653
TRES RIOS,82468
VALENCA-RJ,77202
VARRE-SAI,11208
VASSOURAS,37262
VOLTA REDONDA,274925
ADAMANTINA,35153
ADOLFO,3545
AGUAI,36981
AGUAS DA PRATA,8262
AGUAS DE LINDOIA,18908
AGUAS DE SANTA BARBARA,6142
AGUAS DE SAO PEDRO,3588
AGUDOS,37582
ALAMBARI,6231
ALFREDO MARCONDES,4201
ALTAIR,4211
ALTINOPOLIS,16221
ALTO ALEGRE-SP,4078
ALUMINIO,18903
ALVARES FLORENCE,3616
ALVARES MACHADO,25078
ALVARO DE CARVALHO,5320
ALVINLANDIA,3251
AMERICANA,244370
AMERICO BRASILIENSE,41545
AMERICO DE CAMPOS,5993
AMPARO-SP,73145
ANALANDIA,5115
ANDRADINA,57245
ANGATUBA,25724
ANHEMBI,6911
ANHUMAS,4172
APARECIDA-SP,36211
APARECIDA D'OESTE,4122
APIAI,24081
ARACARIGUAMA,23343
ARACATUBA,199210
ARACOIABA DA SERRA,35389
ARAMINA,5689
ARANDU,6373
ARAPEI,2452
ARARAQUARA,240542
ARARAS,136739
ARCO-IRIS,1755
AREALVA,8665
AREIAS,3906
AREIOPOLIS,11186
ARIRANHA,9851
ARTUR NOGUEIRA,56247
ARUJA,92453
ASPASIA,1815
ASSIS,105768
ATIBAIA,145378
AURIFLAMA,15316
AVAI,5467
AVANHANDAVA,14063
AVARE,91792
BADY BASSITT,18013
BALBINOS,6127
BALSAMO,9209
BANANAL,11039
BARAO DE ANTONINA,3525
BARBOSA,7532
BARIRI,35844
BARRA BONITA-SP,36125
BARRA DO CHAPEU,5794
BARRA DO TURVO,7606
BARRETOS,123546
BARRINHA,33537
BARUERI,279704
BASTOS,20952
BATATAIS,63438
BAURU,381706
BEBEDOURO,77612
BENTO DE ABREU,3028
BERNARDINO DE CAMPOS,11168
BERTIOGA,66154
BILAC,8197
BIRIGUI,126094
BIRITIBA-MIRIM,33265
BOA ESPERANCA DO SUL,15111
BOCAINA-SP,12571
BOFETE,12107
BOITUVA,63310
BOM JESUS DOS PERDOES,26506
BOM SUCESSO DE ITARARE,4013
BORA,839
BORACEIA,4913
BORBOREMA-SP,16278
BOREBI,2713
BOTUCATU,149718
BRAGANCA PAULISTA,172346
BRAUNA,5795
BREJO ALEGRE,2911
BRODOWSKI,25605
BROTAS,24862
BURI,20050
BURITAMA,17414
BURITIZAL,4547
CABRALIA PAULISTA,4222
CABREUVA,51130
CACAPAVA,95752
CACHOEIRA PAULISTA,33827
CACONDE,19031
CAFELANDIA-SP,17917
CAIABU,4195
CAIEIRAS,104044
CAIUA,6017
CAJAMAR,79034
CAJATI,28441
CAJOBI,10649
CAJURU,26613
CAMPINA DO MONTE ALEGRE,6088
CAMPINAS,1223237
CAMPO LIMPO PAULISTA,86407
CAMPOS DO JORDAO,52713
CAMPOS NOVOS PAULISTA,5028
CANANEIA,12542
CANAS,5268
CANDIDO MOTA,31410
CANDIDO RODRIGUES,2805
CANITAR,5365
CAPAO BONITO,47098
CAPELA DO ALTO,21257
CAPIVARI,56973
CARAGUATATUBA,125194
CARAPICUIBA,405375
CARDOSO,12371
CASA BRANCA,30655
CASSIA DOS COQUEIROS,2488
CASTILHO,21521
CATANDUVA,123114
CATIGUA,7905
CEDRAL-SP,9452
CERQUEIRA CESAR,20391
CERQUILHO,50631
CESARIO LANGE,18595
CHARQUEADA,17539
CLEMENTINA,8894
COLINA,18601
COLOMBIA,6223
CONCHAL,28491
CONCHAS,18138
CORDEIROPOLIS,25116
COROADOS,6197
CORONEL MACEDO,4591
CORUMBATAI,4072
COSMOPOLIS,74662
COSMORAMA,7289
COTIA,257882
CRAVINHOS,35858
CRISTAIS PAULISTA,8803
CRUZALIA,2021
CRUZEIRO,82895
CUBATAO,132521
CUNHA,21373
DESCALVADO,34097
DIADEMA,429550
DIRCE REIS,1805
DIVINOLANDIA,11027
DOBRADA,9088
DOIS CORREGOS,27704
DOLCINOPOLIS,2108
DOURADO,8883
DRACENA,47287
DUARTINA,12421
DUMONT,10174
ECHAPORA,6026
ELDORADO-SP,15592
ELIAS FAUSTO,18095
ELISIARIO,3742
EMBAUBA,2446
EMBU DAS ARTES,279264
EMBU-GUACU,70402
EMILIANOPOLIS,3238
ENGENHEIRO COELHO,21712
ESPIRITO SANTO DO PINHAL,44607
ESPIRITO SANTO DO TURVO,4926
ESTRELA D'OESTE,8420
ESTRELA DO NORTE-SP,2774
EUCLIDES DA CUNHA PAULISTA,9280
FARTURA,16102
FERNANDOPOLIS,69680
FERNANDO PRESTES,5805
FERNAO,1739
FERRAZ DE VASCONCELOS,198661
FLORA RICA,1397
FLOREAL,2884
FLORIDA PAULISTA,14936
FLORINIA,2631
FRANCA,358539
FRANCISCO MORATO,179372
FRANCO DA ROCHA,158438
GABRIEL MONTEIRO,2776
GALIA,6419
GARCA,44429
GASTAO VIDIGAL,4911
GAVIAO PEIXOTO,4841
GENERAL SALGADO,10855
GETULINA,11485
GLICERIO,4842
GUAICARA,12416
GUAIMBE,5806
GUAIRA-SP,41283
GUAPIACU,22087
GUAPIARA,16896
GUARA,21394
GUARACAI,8258
GUARACI-SP,11382
GUARANI D'OESTE,1996
GUARANTA,6685
GUARARAPES,33257
GUARAREMA,30465
GUARATINGUETA,123192
GUAREI,19244
GUARIBA,40857
GUARUJA,324977
GUARULHOS,1404694
GUATAPARA,7760
GUZOLANDIA,5346
HERCULANDIA,9649
HOLAMBRA,15605
HORTOLANDIA,237570
IACANGA,12002
IACRI,6269
IARAS,9786
IBATE,35830
IBIRA,12639
IBIRAREMA,7926
IBITINGA,61150
IBIUNA,80062
ICEM,8363
IEPE,8228
IGARACU DO TIETE,24821
IGARAPAVA,30791
IGARATA,9631
IGUAPE,31117
ILHABELA,36194
ILHA COMPRIDA,11552
ILHA SOLTEIRA,26886
INDAIATUBA,260690
INDIANA,4873
INDIAPORA,3876
INUBIA PAULISTA,4045
IPAUSSU,15165
IPERO,38771
IPEUNA,7824
IPIGUA,5557
IPORANGA,4180
IPUA,16794
IRACEMAPOLIS,24982
IRAPUA,8101
IRAPURU,8356
ITABERA,17405
ITAI,27632
ITAJOBI,15331
ITAJU,3937
ITANHAEM,104351
ITAOCA,3332
ITAPECERICA DA SERRA,179574
ITAPETININGA,167106
ITAPEVA-SP,95241
ITAPEVI,244131
ITAPIRA,75683
ITAPIRAPUA PAULISTA,4294
ITAPOLIS,43536
ITAPORANGA-SP,15197
ITAPUI,14297
ITAPURA,4994
ITAQUAQUECETUBA,379082
ITARARE,50778
ITARIRI,17754
ITATIBA,124254
ITATINGA,21139
ITIRAPINA,18610
ITIRAPUA,6587
ITOBI,7862
ITU,177150
ITUPEVA,64330
ITUVERAVA,42259
JABORANDI-SP,6963
JABOTICABAL,78029
JACAREI,237119
JACI,7322
JACUPIRANGA,17911
JAGUARIUNA,59921
JALES,49291
JAMBEIRO,6828
JANDIRA,127734
JARDINOPOLIS-SP,45544
JARINU,31173
JAU,153463
JERIQUARA,3143
JOANOPOLIS,13453
JOAO RAMALHO,4577
JOSE BONIFACIO,37707
JULIO MESQUITA,4824
JUMIRIM,3467
JUNDIAI,426935
JUNQUEIROPOLIS,20978
JUQUIA,18627
JUQUITIBA,31844
LAGOINHA,4882
LARANJAL PAULISTA,29047
LAVINIA,12581
LAVRINHAS,7361
LEME,105273
LENCOIS PAULISTA,69533
LIMEIRA,310783
LINDOIA,8201
LINS,78978
LORENA,89532
LOURDES,2311
LOUVEIRA,51007
LUCELIA,22022
LUCIANOPOLIS,2412
LUIS ANTONIO,15628
LUIZIANIA,5918
LUPERCIO,4608
LUTECIA,2623
MACATUBA,17263
MACAUBAL,8174
MACEDONIA,3686
MAGDA,3086
MAIRINQUE,47723
MAIRIPORA,103645
MANDURI,9972
MARABA PAULISTA,6039
MARACAI,14069
MARAPOAMA,3097
MARIAPOLIS,4098
MARILIA,242249
MARINOPOLIS,2101
MARTINOPOLIS,26791
MATAO,84069
MAUA,481725
MENDONCA,5638
MERIDIANO,3813
MESOPOLIS,1903
MIGUELOPOLIS,22480
MINEIROS DO TIETE,13023
MIRACATU,19511
MIRA ESTRELA,3125
MIRANDOPOLIS,29844
MIRANTE DO PARANAPANEMA,18415
MIRASSOL,60768
MIRASSOLANDIA,4966
MOCOCA,69072
MOGI DAS CRUZES,455587
MOGI GUACU,154146
MOGI MIRIM,94098
MOMBUCA,3523
MONCOES,2274
MONGAGUA,58567
MONTE ALEGRE DO SUL,8181
MONTE ALTO,51039
MONTE APRAZIVEL,25651
MONTE AZUL PAULISTA,18928
MONTE CASTELO-SP,4166
MONTEIRO LOBATO,4739
MONTE MOR,61707
MORRO AGUDO,33598
MORUNGABA,13936
MOTUCA,4831
MURUTINGA DO SUL,4525
NANTES,3215
NARANDIBA,4950
NATIVIDADE DA SERRA,6624
NAZARE PAULISTA,18866
NEVES PAULISTA,8917
NHANDEARA,11575
NIPOA,5381
NOVA ALIANCA,7161
NOVA CAMPINA,9962
NOVA CANAA PAULISTA,1824
NOVA CASTILHO,1290
NOVA EUROPA,11519
NOVA GRANADA,21871
NOVA GUATAPORANGA,2333
NOVA INDEPENDENCIA,4135
NOVAIS,6057
NOVA LUZITANIA,4217
NOVA ODESSA,61716
NOVO HORIZONTE-SP,41765
NUPORANGA,7522
OCAUCU,4294
OLEO,2447
OLIMPIA,55477
ONDA VERDE,4462
ORIENTE,6569
ORINDIUVA,7318
ORLANDIA,44682
OSASCO,701428
OSCAR BRESSANE,2603
OSVALDO CRUZ,33118
OURINHOS,115139
OUROESTE,10712
OURO VERDE-SP,8676
PACAEMBU,14326
PALESTINA-SP,13285
PALMARES PAULISTA,13691
PALMEIRA D'OESTE,9173
PALMITAL-SP,22322
PANORAMA,15944
PARAGUACU PAULISTA,46180
PARAIBUNA,18302
PARAISO-SP,6536
PARANAPANEMA,20588
PARANAPUA,4112
PARAPUA,10934
PARDINHO,6579
PARIQUERA-ACU,19797
PARISI,2177
PATROCINIO PAULISTA,14941
PAULICEIA,7540
PAULINIA,114508
PAULISTANIA,1835
PAULO DE FARIA,8973
PEDERNEIRAS,47523
PEDRA BELA,6127
PEDRANOPOLIS,2468
PEDREGULHO,16876
PEDREIRA,48992
PEDRINHAS PAULISTA,3109
PEDRO DE TOLEDO,11507
PENAPOLIS,64098
PEREIRA BARRETO,25685
PEREIRAS,8875
PERUIBE,69697
PIACATU,6093
PIEDADE,55731
PILAR DO SUL,29612
PINDAMONHANGABA,171885
PINDORAMA,17378
PINHALZINHO-SP,15564
PIQUEROBI,3706
PIQUETE,13495
PIRACAIA,27617
PIRACICABA,410275
PIRAJU,29930
PIRAJUI,25939
PIRANGI,11524
PIRAPORA DO BOM JESUS,19453
PIRAPOZINHO,27974
PIRASSUNUNGA,77330
PIRATININGA,13890
PITANGUEIRAS-SP,40430
PLANALTO-SP,5370
PLATINA,3606
POA,119221
POLONI,6166
POMPEIA,22326
PONGAI,3385
PONTAL,51717
PONTALINDA,4719
PONTES GESTAL,2576
POPULINA,4136
PORANGABA,10205
PORTO FELIZ,53698
PORTO FERREIRA,56848
POTIM,25603
POTIRENDABA,17668
PRACINHA,4327
PRADOPOLIS,22239
PRAIA GRANDE-SP,336454
PRATANIA,5371
PRESIDENTE ALVES,4067
PRESIDENTE BERNARDES-SP,12943
PRESIDENTE EPITACIO,44572
PRESIDENTE PRUDENTE,231953
PRESIDENTE VENCESLAU,39648
PROMISSAO,41211
QUADRA,3902
QUATA,14309
QUEIROZ,3513
QUELUZ,13788
QUINTANA,6736
RAFARD,9126
RANCHARIA,29743
REDENCAO DA SERRA,3827
REGENTE FEIJO,20523
REGINOPOLIS,10047
REGISTRO,56463
RESTINGA,7762
RIBEIRA,3320
RIBEIRAO BONITO,13376
RIBEIRAO BRANCO,15984
RIBEIRAO CORRENTE,4786
RIBEIRAO DO SUL,4537
RIBEIRAO DOS INDIOS,2222
RIBEIRAO GRANDE,7686
RIBEIRAO PIRES,125238
RIBEIRAO PRETO,720116
RIVERSUL,5364
RIFAINA,3651
RINCAO,10824
RINOPOLIS,9940
RIO CLARO-SP,209548
RIO DAS PEDRAS,36233
RIO GRANDE DA SERRA,52009
RIOLANDIA,12856
ROSANA,15929
ROSEIRA,10888
RUBIACEA,3195
RUBINEIA,3191
SABINO,5638
SAGRES,2427
SALES,6481
SALES OLIVEIRA,12103
SALESOPOLIS,17363
SALMOURAO,5372
SALTINHO-SP,8498
SALTO,120779
SALTO DE PIRAPORA,46285
SALTO GRANDE,9396
SANDOVALINA,4405
SANTA ADELIA,15639
SANTA ALBERTINA,6036
SANTA BARBARA D'OESTE,195278
SANTA BRANCA,14925
SANTA CLARA D'OESTE,2111
SANTA CRUZ DA CONCEICAO,4584
SANTA CRUZ DA ESPERANCA,2166
SANTA CRUZ DAS PALMEIRAS,35102
SANTA CRUZ DO RIO PARDO,48207
SANTA ERNESTINA,5577
SANTA FE DO SUL,32796
SANTA GERTRUDES,27850
SANTA ISABEL-SP,58529
SANTA LUCIA-SP,8889
SANTA MARIA DA SERRA,6298
SANTA MERCEDES,2947
SANTANA DA PONTE PENSA,1448
SANTANA DE PARNAIBA,145073
SANTA RITA D'OESTE,2476
SANTA RITA DO PASSA QUATRO,27641
SANTA ROSA DE VITERBO,26960
SANTA SALETE,1558
SANTO ANASTACIO,20855
SANTO ANDRE-SP,723889
SANTO ANTONIO DA ALEGRIA,7024
SANTO ANTONIO DE POSSE,23742
SANTO ANTONIO DO ARACANGUA,8541
SANTO ANTONIO DO JARDIM,5926
SANTO ANTONIO DO PINHAL,6843
SANTO EXPEDITO,3159
SANTOPOLIS DO AGUAPEI,4856
SANTOS,433991
SAO BENTO DO SAPUCAI,10907
SAO BERNARDO DO CAMPO,849874
SAO CAETANO DO SUL,162763
SAO CARLOS-SP,256915
SAO FRANCISCO-SP,2813
SAO JOAO DA BOA VISTA,92315
SAO JOAO DAS DUAS PONTES,2555
SAO JOAO DE IRACEMA,1942
SAO JOAO DO PAU D'ALHO,2095
SAO JOAQUIM DA BARRA,52737
SAO JOSE DA BELA VISTA,8991
SAO JOSE DO BARREIRO,4141
SAO JOSE DO RIO PARDO,55298
SAO JOSE DO RIO PRETO,469173
SAO JOSE DOS CAMPOS,737310
SAO LOURENCO DA SERRA,16127
SAO LUIS DO PARAITINGA,10693
SAO MANUEL,41287
SAO MIGUEL ARCANJO,33071
SAO PAULO,12396372
SAO PEDRO-SP,36298
SAO PEDRO DO TURVO,7724
SAO ROQUE,93076
SAO SEBASTIAO-SP,91637
SAO SEBASTIAO DA GRAMA,12137
SAO SIMAO-SP,15446
SAO VICENTE-SP,370839
SARAPUI,10493
SARUTAIA,3623
SEBASTIANOPOLIS DO SUL,3595
SERRA AZUL,15292
SERRANA,46166
SERRA NEGRA,29669
SERTAOZINHO-SP,128432
SETE BARRAS,12731
SEVERINIA,17820
SILVEIRAS,6375
SOCORRO,41690
SOROCABA,695328
SUD MENNUCCI,7738
SUMARE,289875
SUZANO,303397
SUZANAPOLIS,4063
TABAPUA,12561
TABATINGA-SP,16787
TABOAO DA SERRA,297528
TACIBA,6371
TAGUAI,14415
TAIACU,6346
TAIUVA,5562
TAMBAU,23255
TANABI,26231
TAPIRAI-SP,7725
TAPIRATIBA,12940
TAQUARAL,2815
TAQUARITINGA,57547
TAQUARITUBA,23292
TAQUARIVAI,5968
TARABAI,7609
TARUMA,15361
TATUI,124134
TAUBATE,320820
TEJUPA,4452
TEODORO SAMPAIO-SP,23395
TERRA ROXA-SP,9502
TIETE,42946
TIMBURI,2647
TORRE DE PEDRA,2432
TORRINHA,10100
TRABIJU,1752
TREMEMBE,48228
TRES FRONTEIRAS,5856
TUIUTI,7058
TUPA,65615
TUPI PAULISTA,15670
TURIUBA,2024
TURMALINA-SP,1667
UBARANA,6488
UBATUBA,92819
UBIRAJARA,4828
UCHOA,10191
UNIAO PAULISTA,1886
URANIA,9125
URU,1142
URUPES,13965
VALENTIM GENTIL,13732
VALINHOS,133169
VALPARAISO,27154
VARGEM-SP,10842
VARGEM GRANDE DO SUL,43368
VARGEM GRANDE PAULISTA,54315
VARZEA PAULISTA,124269
VERA CRUZ-SP,10804
VINHEDO,81516
VIRADOURO,19133
VISTA ALEGRE DO ALTO,9163
VITORIA BRASIL,1852
VOTORANTIM,124468
VOTUPORANGA,96106
ZACARIAS,2784
CHAVANTES,12418
ESTIVA GERBI,11507
ABATIA,7360
ADRIANOPOLIS,5797
AGUDOS DO SUL,9567
ALMIRANTE TAMANDARE,121420
ALTAMIRA DO PARANA,1429
ALTONIA,22293
ALTO PARANA,14945
ALTO PIQUIRI,9722
ALVORADA DO SUL,11598
AMAPORA,6405
AMPERE,19466
ANAHY,2774
ANDIRA,19823
ANGULO,2931
ANTONINA,18919
ANTONIO OLINTO,7421
APUCARANA,137438
ARAPONGAS,126545
ARAPOTI,28480
ARAPUA-PR,2951
ARARUNA-PR,14029
ARAUCARIA,148522
ARIRANHA DO IVAI,2026
ASSAI,14792
ASSIS CHATEAUBRIAND,33306
ASTORGA,26304
ATALAIA-PR,3871
BALSA NOVA,13238
BANDEIRANTES-PR,31061
BARBOSA FERRAZ,11287
BARRACAO-PR,10347
BARRA DO JACARE,2781
BELA VISTA DA CAROBA,3404
BELA VISTA DO PARAISO,15400
BITURUNA,16411
BOA ESPERANCA-PR,3991
BOA ESPERANCA DO IGUACU,2437
BOA VENTURA DE SAO ROQUE,6343
BOA VISTA DA APARECIDA,7524
BOCAIUVA DO SUL,13308
BOM JESUS DO SUL,3472
BOM SUCESSO-PR,7103
BOM SUCESSO DO SUL,3244
BORRAZOPOLIS,6290
BRAGANEY,5338
BRASILANDIA DO SUL,2521
CAFEARA,2973
CAFELANDIA-PR,18783
CAFEZAL DO SUL,3975
CALIFORNIA,8641
CAMBARA,25569
CAMBE,108126
CAMBIRA,7967
CAMPINA DA LAGOA,13888
CAMPINA DO SIMAO,3831
CAMPINA GRANDE DO SUL,44072
CAMPO BONITO,3694
CAMPO DO TENENTE,8118
CAMPO LARGO,135678
CAMPO MAGRO,30151
CAMPO MOURAO,96102
CANDIDO DE ABREU,14606
CANDOI,16126
CANTAGALO-PR,13340
CAPANEMA-PR,19172
CAPITAO LEONIDAS MARQUES,15887
CARAMBEI,24225
CARLOPOLIS,14391
CASCAVEL-PR,336073
CASTRO,72125
CATANDUVAS-PR,10144
CENTENARIO DO SUL,10704
CERRO AZUL,17884
CEU AZUL,11872
CHOPINZINHO,19083
CIANORTE,84980
CIDADE GAUCHA,12939
CLEVELANDIA,16344
COLOMBO,249277
COLORADO-PR,24271
CONGONHINHAS,8896
CONSELHEIRO MAIRINCK,3891
CONTENDA,19082
CORBELIA,17162
CORNELIO PROCOPIO,47840
CORONEL DOMINGOS SOARES,7538
CORONEL VIVIDA,20430
CORUMBATAI DO SUL,3038
CRUZEIRO DO IGUACU,4229
CRUZEIRO DO OESTE,20962
CRUZEIRO DO SUL-PR,4430
CRUZ MACHADO,18772
CRUZMALTINA,2892
CURITIBA,1963726
CURIUVA,15289
DIAMANTE DO NORTE,4975
DIAMANTE DO SUL,3409
DIAMANTE D'OESTE,5279
DOIS VIZINHOS,41424
DOURADINA-PR,8988
DOUTOR CAMARGO,5987
ENEAS MARQUES,5906
ENGENHEIRO BELTRAO,13962
ESPERANCA NOVA,1633
ENTRE RIOS DO OESTE,4651
ESPIGAO ALTO DO IGUACU,3980
FAROL,2995
FAXINAL,17379
FAZENDA RIO GRANDE,103750
FENIX,4734
FERNANDES PINHEIRO,5561
FIGUEIRA,7625
FLORAI,4883
FLOR DA SERRA DO SUL,4583
FLORESTA-PR,6926
FLORESTOPOLIS,10360
FLORIDA,2709
FORMOSA DO OESTE,6345
FOZ DO IGUACU,257971
FRANCISCO ALVES,5942
FRANCISCO BELTRAO,93308
FOZ DO JORDAO,4466
GENERAL CARNEIRO-PR,13661
GODOY MOREIRA,2850
GOIOERE,28734
GOIOXIM,6997
GRANDES RIOS,5379
GUAIRA-PR,33497
GUAIRACA,6635
GUAMIRANGA,8881
GUAPIRAMA,3767
GUAPOREMA,2239
GUARACI-PR,5557
GUARANIACU,11969
GUARAPUAVA,183755
GUARAQUECABA,7554
GUARATUBA,37974
HONORIO SERPA,5030
IBAITI,31854
IBEMA,6387
IBIPORA,55688
ICARAIMA,7671
IGUARACU,4475
IGUATU-PR,2251
IMBAU,13449
IMBITUVA,33306
INACIO MARTINS,11117
INAJA-PR,3122
INDIANOPOLIS-PR,4472
IPIRANGA,15327
IPORA-PR,13642
IRACEMA DO OESTE,2216
IRATI-PR,61439
IRETAMA,10029
ITAGUAJE,4426
ITAIPULANDIA,11588
ITAMBARACA,6516
ITAMBE-PR,6110
ITAPEJARA D'OESTE,12220
ITAPERUCU,29493
ITAUNA DO SUL,2700
IVAI,14049
IVAIPORA,31886
IVATE,8294
IVATUBA,3299
JABOTI,5332
JACAREZINHO,39268
JAGUAPITA,13861
JAGUARIAIVA,35192
JANDAIA DO SUL,21281
JANIOPOLIS,4948
JAPIRA,4929
JAPURA-PR,9573
JARDIM ALEGRE,11067
JARDIM OLINDA,1309
JATAIZINHO,12687
JESUITAS,8251
JOAQUIM TAVORA,12108
JUNDIAI DO SUL,3248
JURANDA,7244
JUSSARA-PR,7069
KALORE,3996
LAPA,48651
LARANJAL-PR,5719
LARANJEIRAS DO SUL,32167
LEOPOLIS,3896
LIDIANOPOLIS,3155
LINDOESTE,4488
LOANDA,23393
LOBATO,4850
LONDRINA,580870
LUIZIANA,7217
LUNARDELLI,4695
LUPIONOPOLIS,4969
MALLET,13697
MAMBORE,12900
MANDAGUACU,23373
MANDAGUARI,34628
MANDIRITUBA,27750
MANFRINOPOLIS,2442
MANGUEIRINHA,16572
MANOEL RIBAS,13517
MARECHAL CANDIDO RONDON,54031
MARIA HELENA,5593
MARIALVA,36103
MARILANDIA DO SUL,8793
MARILENA,7093
MARILUZ,10327
MARINGA,436472
MARIOPOLIS,6655
MARIPA,5562
MARMELEIRO,14407
MARQUINHO,4283
MARUMBI,4676
MATELANDIA,18266
MATINHOS,35705
MATO RICO,3142
MAUA DA SERRA,10994
MEDIANEIRA,46940
MERCEDES,5617
MIRADOR-PR,2180
MIRASELVA,1786
MISSAL,10706
MOREIRA SALES,11966
MORRETES,16485
MUNHOZ DE MELO,4034
NOSSA SENHORA DAS GRACAS,4009
NOVA ALIANCA DO IVAI,1560
NOVA AMERICA DA COLINA,3424
NOVA AURORA-PR,10131
NOVA CANTU,4827
NOVA ESPERANCA,28062
NOVA ESPERANCA DO SUDOESTE,5014
NOVA FATIMA-PR,8120
NOVA LARANJEIRAS,11462
NOVA LONDRINA,13188
NOVA OLIMPIA-PR,5846
NOVA SANTA BARBARA,4304
NOVA SANTA ROSA,8311
NOVA PRATA DO IGUACU,10540
NOVA TEBAS,5252
NOVO ITACOLOMI,2836
ORTIGUEIRA,21783
OURIZONA,3423
OURO VERDE DO OESTE,6036
PAICANDU,42251
PALMAS-PR,52503
PALMEIRA-PR,34109
PALMITAL-PR,12755
PALOTINA,32389
PARAISO DO NORTE,14211
PARANACITY,11685
PARANAGUA,157378
PARANAPOEMA,3277
PARANAVAI,89454
