Período:Nov/2011,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
130195 ITAMARATI,29,29,"9482,65","8288,24",-,-,"1194,41",-,-,"326,99","326,99",101,"3,5",-,-
130200 ITAPIRANGA,24,24,"9674,66","6936,65",-,-,"2738,01",-,-,"403,11","403,11",40,"1,7",-,-
130220 JURUA,34,34,"13702,67","9925,17",-,-,"3777,5",-,-,"403,02","403,02",86,"2,5",-,-
130230 JUTAI,46,46,"21217,63","15145,63",-,-,6072,-,-,"461,25","461,25",123,"2,7",-,-
130240 LABREA,26,26,"9496,95","6650,36",-,-,"2846,59",-,-,"365,27","365,27",100,"3,8",1,"3,85"
130250 MANACAPURU,305,305,"137335,09","86804,91",-,-,"50530,18",-,-,"450,28","450,28",720,"2,4",-,-
130260 MANAUS,8343,8371,"7383225,34","5708480,85",-,-,"1674744,49",-,-,882,"884,96",48905,"5,9",326,"3,91"
130280 MARAA,86,86,"28959,76","23775,23",-,-,"5184,53",-,-,"336,74","336,74",275,"3,2",-,-
130290 MAUES,145,145,"58698,27","39085,18",-,-,"19613,09",-,-,"404,82","404,82",329,"2,3",1,"0,69"
130300 NHAMUNDA,34,34,"12162,86","8103,55",-,-,"4059,31",-,-,"357,73","357,73",105,"3,1",-,-
130310 NOVA OLINDA DO NORTE,111,111,"43872,05","32111,57",-,-,"11760,48",-,-,"395,24","395,24",389,"3,5",-,-
130340 PARINTINS,442,442,"183221,77","123662,28",-,-,"59559,49",-,-,"414,53","414,53",1356,"3,1",-,-
130350 PAUINI,54,54,"17361,23","12440,28",-,-,"4920,95",-,-,"321,5","321,5",149,"2,8",-,-
130353 PRESIDENTE FIGUEIREDO,83,83,"31856,81","24179,77",-,-,"7677,04",-,-,"383,82","383,82",273,"3,3",-,-
130356 RIO PRETO DA EVA,62,62,"23684,58","18901,23",-,-,"4783,35",-,-,"382,01","382,01",181,"2,9",-,-
130360 SANTA ISABEL DO RIO NEGRO,37,37,"16129,39","11389,08",-,-,"4740,31",-,-,"435,93","435,93",97,"2,6",-,-
130380 SAO GABRIEL DA CACHOEIRA,93,93,"48627,82","31932,6",-,-,"16695,22",-,-,"522,88","522,88",381,"4,1",1,"1,08"
130390 SAO PAULO DE OLIVENCA,110,110,"38447,18","27523,56",-,-,"10923,62",-,-,"349,52","349,52",302,"2,7",-,-
130406 TABATINGA,149,149,"67219,17","42816,83",-,-,"24402,34",-,-,"451,14","451,14",492,"3,3",-,-
130410 TAPAUA,38,38,"15303,6","11109,53",-,-,"4194,07",-,-,"402,73","402,73",205,"5,4",-,-
130420 TEFE,346,346,"128571,65","90518,1",-,-,"38053,55",-,-,"371,59","371,59",982,"2,8",6,"1,73"
130430 URUCARA,27,27,"12852,75","8849,92",-,-,"4002,83",-,-,"476,03","476,03",76,"2,8",-,-
130440 URUCURITUBA,20,20,"6047,06","4517,18",-,-,"1529,88",-,-,"302,35","302,35",44,"2,2",-,-
140005 ALTO ALEGRE,22,22,"8445,72","7286,13",-,-,"1159,59",-,-,"383,9","383,9",48,"2,2",-,-
140010 BOA VISTA,2414,2414,"1572112,81","1151526,6",-,-,"420586,21",-,-,"651,25","651,25",12424,"5,1",59,"2,44"
140015 BONFIM,18,18,"6477,5","4430,13",-,-,"2047,37",-,-,"359,86","359,86",28,"1,6",-,-
140020 CARACARAI,21,21,"6616,68","4958,34",-,-,"1658,34",-,-,"315,08","315,08",32,"1,5",-,-
140023 CAROEBE,7,7,"2457,6","1987,77",-,-,"469,83",-,-,"351,09","351,09",15,"2,1",-,-
140030 MUCAJAI,14,14,"5272,74","4549,47",-,-,"723,27",-,-,"376,62","376,62",44,"3,1",-,-
140040 NORMANDIA,49,49,"15253,39","12136,84",-,-,"3116,55",-,-,"311,29","311,29",170,"3,5",-,-
140045 PACARAIMA,27,27,"10081,28","8014,84",-,-,"2066,44",-,-,"373,38","373,38",98,"3,6",-,-
140047 RORAINOPOLIS,39,39,"13626,72","11093,83",-,-,"2532,89",-,-,"349,4","349,4",135,"3,5",-,-
140050 SAO JOAO DA BALIZA,33,33,"9859,68","7808,47",-,-,"2051,21",-,-,"298,78","298,78",62,"1,9",-,-
150010 ABAETETUBA,731,731,"292919,09","216663,22",-,-,"76255,87",-,-,"400,71","400,71",1991,"2,7",1,"0,14"
150013 ABEL FIGUEIREDO,47,47,"17586,04","14312,48",-,-,"3273,56",-,-,"374,17","374,17",132,"2,8",-,-
150020 ACARA,172,172,"67041,87","50532,96",-,-,"16508,91",-,-,"389,78","389,78",386,"2,2",2,"1,16"
