Período:Jan/2008,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
130160 FONTE BOA,171,171,"57755,57","44748,6",-,-,"13006,97",-,-,"337,75","337,75",770,"4,5",-,-
130165 GUAJARA,38,38,"11096,08","8820,79",-,-,"2275,29",-,-,292,292,114,3,-,-
130170 HUMAITA,136,136,"57038,07","40128,12",-,-,"16909,95",-,-,"419,4","419,4",427,"3,1",2,"1,47"
130180 IPIXUNA,70,70,"28031,87","20844,92",-,-,"7186,95",-,-,"400,46","400,46",231,"3,3",-,-
130185 IRANDUBA,50,50,"17502,66","12483,31",-,-,"5019,35",-,-,"350,05","350,05",102,2,-,-
130190 ITACOATIARA,337,337,"124748,6","88191,92",-,-,"36556,68",-,-,"370,17","370,17",937,"2,8",2,"0,59"
130195 ITAMARATI,30,30,"10551,56","7473,51",-,-,"3078,05",-,-,"351,72","351,72",63,"2,1",-,-
130200 ITAPIRANGA,33,33,"10521,54","7700,26",-,-,"2821,28",-,-,"318,83","318,83",103,"3,1",-,-
130240 LABREA,122,122,"43528,89","30694,19",-,-,"12834,7",-,-,"356,79","356,79",401,"3,3",-,-
130250 MANACAPURU,245,245,"96725,25","68589,96",-,-,"28135,29",-,-,"394,8","394,8",710,"2,9",-,-
130255 MANAQUIRI,10,10,"3500,39","2902,09",-,-,"598,3",-,-,"350,04","350,04",33,"3,3",-,-
130260 MANAUS,4906,4906,"2964053,52","2291408,09",-,-,"672645,43",-,-,"604,17","604,17",28332,"5,8",137,"2,79"
130270 MANICORE,206,206,"98940,08","76876,91",-,-,"22063,17",-,-,"480,29","480,29",399,"1,9",-,-
130280 MARAA,88,88,"48506,05","41494,6",-,-,"7011,45",-,-,"551,21","551,21",274,"3,1",-,-
130290 MAUES,160,160,"61719,67","43440,99",-,-,"18278,68",-,-,"385,75","385,75",510,"3,2",1,"0,63"
130300 NHAMUNDA,56,56,"18121,84","12772,18",-,-,"5349,66",-,-,"323,6","323,6",117,"2,1",-,-
130310 NOVA OLINDA DO NORTE,37,37,"16533,39","10477,36",-,-,"6056,03",-,-,"446,85","446,85",76,"2,1",-,-
130320 NOVO AIRAO,34,34,"17984,25","15087,46",-,-,"2896,79",-,-,"528,95","528,95",153,"4,5",-,-
130330 NOVO ARIPUANA,89,89,"47567,84","40210,43",-,-,"7357,41",-,-,"534,47","534,47",353,4,-,-
130340 PARINTINS,458,458,"180953,27","129190,94",-,-,"51762,33",-,-,"395,09","395,09",1292,"2,8",2,"0,44"
130353 PRESIDENTE FIGUEIREDO,75,75,"32131,51","22533,1",-,-,"9598,41",-,-,"428,42","428,42",343,"4,6",1,"1,33"
130356 RIO PRETO DA EVA,44,44,"18253,3","12059,09",-,-,"6194,21",-,-,"414,85","414,85",349,"7,9",-,-
130370 SANTO ANTONIO DO ICA,81,81,"43445,16","36077,61",-,-,"7367,55",-,-,"536,36","536,36",291,"3,6",-,-
130395 SAO SEBASTIAO DO UATUMA,38,38,"12719,09","9494,69",-,-,"3224,4",-,-,"334,71","334,71",100,"2,6",-,-
130410 TAPAUA,77,77,"31880,65","22769,52",-,-,"9111,13",-,-,"414,03","414,03",349,"4,5",-,-
130420 TEFE,259,259,"92856,66","64042,33",-,-,"28814,33",-,-,"358,52","358,52",890,"3,4",1,"0,39"
130423 TONANTINS,54,54,"27160,38","19637,5",-,-,"7522,88",-,-,"502,97","502,97",141,"2,6",-,-
